#OTUID	taxonomy	Confidence
04d1790ba736ca3787b88cd07d65876d	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__Pedosphaeraceae	0.976540364088946
04e2f750f16652392c65d04ea65b8074	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84	0.9952677639081513
04e8fe42be56f2520b08f4287ef39e99	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.9975947248957081
04ea3cabe4f3ca08f41140823a72e06c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.999200139031983
050af0cd88f3ddbd8329377953cf4597	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14	0.9828097958511699
0514290a036664e53e2253f9e3da763b	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__SCGC_AAA011-D5; g__SCGC_AAA011-D5; s__Nanoarchaeota_archaeon	0.9797523395940513
0518a82fb167194c0c6fa18ac9d9b20e	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio_bacteriovorus	0.7852655382114867
05260440c37aa1879a0d6966c8d2fd58	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__mle1-7	0.974854913674135
052d288e1251ca9f552cd26d1d7e7627	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__planctomycete_A-2	0.9077712075692825
0538e1beed69f098c3f602130ee11a1c	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales	0.999997077872062
0550f9fb5f979967c248410a6efdbadd	d__Bacteria; p__Firmicutes; c__Bacilli; o__Haloplasmatales; f__Haloplasmataceae; g__Haloplasma	0.9990192768253654
0552badce5b023d71c872f48a2bc1bcf	d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__uncultured	0.921171204758386
056965e453f1e2653e85cedd25106029	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Candidatus_Udaeobacter	0.7592774490352643
0571a6164cb8630a809970ed76639238	d__Bacteria; p__Gemmatimonadota; c__Longimicrobia; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium; s__uncultured_bacterium	0.9206776380008166
058675e841fbcf8a0ebd4796f8618846	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage; s__uncultured_Planctomycetales	0.9945892179681407
058b4346e01dfa07c24728a1e499de1a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067	0.9999585302302388
0590e6672bb2c55c0ff54999a2b6dcfe	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptosporangiales; f__Thermomonosporaceae; g__Actinomadura; s__Actinomadura_rubrobrunea	0.8780559975545492
0594844086e9035b03fb130a93602bc0	d__Bacteria; p__Acidobacteriota	0.7538177368081919
059e124ad6ba8f98c3d21db28a075ea8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.995553668074007
05a2a83af5937293308cf1aa5133a81b	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Phaselicystidaceae; g__Phaselicystis	0.9051324872303704
05a6bd228d14b3b05cf91a48c13abcb6	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	0.9999959827141703
05aaf0002f8296c687876f8df6d5f322	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__Sumerlaea; s__uncultured_bacterium	0.9831687859931468
05d6a4a0b66a651280cba1cd1ce72927	d__Bacteria; p__Gemmatimonadota; c__Longimicrobia; o__Longimicrobiales; f__Longimicrobiaceae; g__YC-ZSS-LKJ147; s__uncultured_bacterium	0.8818655768245706
05d8bb26fe0c0da9b31c799dfaa4e698	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured	0.9855365250960278
